"","X","marketplace","customer_id","review_id","product_id","product_parent","product_title","product_category","star_rating","helpful_votes","total_votes","vine","verified_purchase","review_headline","review_body","review_date","sentiment","sentiment_2","category"
"158",207,"US",9201192,"R6T0DZ7TXPNWW","B00KC6XV58",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","LOVE IT!","2015-08-24",1,1,"OTHER"
"159",208,"US",47978836,"R1ASGKK21UPBUP","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","As usual it's wonderful","2015-08-24",1,1,"OTHER"
"160",209,"US",36667528,"R7JWJ0WZ7Y0IX","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,1,1,"N","Y","works great","Works fine. I don't know what people in<br />the other reviews are complaining about with the pixel sizes/ resolution. I have excellent eyesight and I can't tell a difference. Screen has excellent display...","2015-08-24",1,1,"Display"
"161",210,"US",15230705,"R1UCXAWFKX9FZ","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Very easy to use","It was a birthday gift!  Everyone here is enjoying it.  Very easy to use!","2015-08-24",1,1,"Ease"
"162",211,"US",1428276,"R3AD4H6AS3E26J","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,0,0,"N","Y","Three Stars","Nice for surfing the web, just wish it had more memory.","2015-08-24",0,1,"Speed"
"163",212,"US",49324376,"R3DCIYJQE5WW5T","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,1,1,"N","Y","Adore my kindle","Replaced my first gen kindle. It can always use improvement so 4 stars.<br /><br />My one major complaint is it doesn't dim enough. I'm not sure why they don't give us the full range of dimming. I have been using the Screen Dim app with some success. It tends to conflict at times with other apps. But it has allowed me to use this kindle to read in the dark without getting a headache.<br /><br />It's got a nice screen. Much improved from the first of it's kind. I know for a fact this won't be my last kindle. It's much loved.","2015-08-24",1,1,"Display"
"164",214,"US",19332089,"R367QP36IEH5WF","B00LCHWEPE",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","and it was as easy to set up as the rest","I am impressed, this our fourth kindle in our family, and it was as easy to set up as the rest!","2015-08-24",1,1,"Ease"
"165",215,"US",41906503,"R1L9QPELZCOEDG","B00LCHOCZY",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","My daughter absolutely loves it!!","2015-08-24",1,1,"Parental Controls"
"166",216,"US",1054267,"R187IR8NDXVH0M","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","good purchase","Happy with this product....thank you!","2015-08-24",1,1,"OTHER"
"167",217,"US",41729694,"R1ZEVOF3XR8FLH","B00LCHWEPE",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","Four Stars","Love it!!!","2015-08-24",1,1,"OTHER"
"168",218,"US",47560234,"R335TOQ5IRF32Q","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Works great and is easy to use","2015-08-24",1,1,"Ease"
"169",219,"US",30509417,"R25O283YXAEDLG","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Great...!","2015-08-24",1,1,"OTHER"
"170",221,"US",49661436,"RG1BUFC66T9LR","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","fantastic deal","Got this on the fire sale July 15, and even though we had to wait about a month to get it, what a DEAL!  Nice quality, we're very happy to have it.  Looks and is exactly as described in ad and by any person you've ever known that has one.","2015-08-24",1,1,"Price"
"171",222,"US",24709763,"R2VPUUG8RUGDET","B00LCHWEPE",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Love it! Will order another one","Love it!  Will order another one.  My husband took it :)","2015-08-24",1,1,"OTHER"
"172",223,"US",8617134,"R1ID3UDZMB8ZYZ","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","When I returned home everything downloaded fine. It was the fault of the internet server","I purchased this Kindle to take on a trip to the beach.  When I reached my destination I couldn't connect to the internet to download my books.  When I returned home everything downloaded fine.  It was the fault of the internet server, not the Kindle.  I'm very pleased with my Fire HD 7.","2015-08-24",1,1,"Portability"
"173",224,"US",5491885,"R1RHQ06IXYIYRA","B00IKPX4GY",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","It's my second kindle .","2015-08-24",1,1,"Other"
"174",225,"US",15323664,"RDAERXNGU9VJY","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","the hd quality is great.","I take it everywhere, it does everything I need it to.  Books, games web surfing, the hd quality is great.","2015-08-24",1,1,"Portability"
"175",226,"US",17526283,"R29CHJ52P90H3D","B00LCHOCZY",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Great","2015-08-24",1,1,"OTHER"
"176",227,"US",48418435,"R31Z5BT7WKDCW4","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","present for the grandkid","Bought for the 5 year old granddaughter...She loves it! (And I get to use my own, unless she forgets to bring hers along!)","2015-08-24",1,1,"Parental Controls"
"177",228,"US",25861847,"R6OEZ8YG8X7DS","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","This product was easy to setup easy to use","This product was easy to setup easy to use. It is as good as they say it is very happy with it. I browse the internet do email good product","2015-08-24",1,1,"Ease"
"178",229,"US",23483387,"R12JZ82GB4QFHB","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","very happy with my Fire","Exactly what I wanted, very happy with my Fire HD","2015-08-24",1,1,"OTHER"
"179",230,"US",4951465,"RMTTG9LS21R8L","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Love my new Kindle Fire 7 I do a lot ...","Love my new Kindle Fire 7<br />I do a lot of reading and I bought the KF7 to purchase books that I want to read and study that I do not have to have in hard copy. This way I can take a library with me when I am on the go.<br />Was not sure about how I would like the small screen for watching Netflix but it turned out just find, the convenience of the device outweighed the size issue in my book (pardon the intended pun)","2015-08-24",1,1,"Reading"
"180",231,"US",37403365,"RUAHNIUWKRRY4","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,1,1,"N","Y","More memory","The only thing I'd change is that I would get more memory. If you like music AND ebooks AND a couple of games, there's not enough to hold it all at 8G. Other than that, I'm happy with it.","2015-08-24",1,1,"OTHER"
"181",232,"US",45795061,"R2YILEHOWZ9LKU","B00KC6XV58",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,1,1,"N","Y","Great amazon product, makes reading very convenient and enjoyable.","Wonderfully designed Kindle. I use it in place of almost all of my paper books at this point. The screen is plenty big and the interface is intuitive and easy to use.<br /><br />My only mini complaint is that I can't tell the Kindle to specify a language translation dictionary as the default. I'm trying to learn French, and it would be nice to be able to set the English - French dictionary as the default to use when highlighting a word in a French book. It currently uses a normal French dictionary, which is fine, but this would be a nice feature to have as well.<br /><br />Overall, yet another great product by Amazon.","2015-08-23",1,1,"Reading"
"182",233,"US",24893877,"RHW0E3GAMUA8Y","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","I love it works great as t for my needs !!!!","2015-08-23",1,1,"OTHER"
"183",234,"US",31834213,"R9F7BZWBV1Y6T","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,1,1,"N","Y","Five Stars","I loved my gen. 1 kindle, but this one is 100 times better.","2015-08-23",1,1,"Reading"
"184",236,"US",42171014,"R1XIYV98KABK9J","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","Good Value","A nice tablet for the price. The apps available in Amazon are limited but it works well for what I use it for, which is reading online and streaming music to my stereo via Bluetooth.","2015-08-23",1,1,"Price"
"185",237,"US",21176709,"ROQ8R00EYZUSB","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Great my 3rd fire!!!","2015-08-23",1,1,"OTHER"
"186",238,"US",21967555,"R24BV59QJ552AU","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","Four Stars","The crisp clear display on the fire hd is super, better than my iPadI was pleasantly surprised!","2015-08-23",1,1,"Display"
"187",240,"US",38639871,"R2Z8OBL75RD47F","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Great deal. Love it.","2015-08-23",1,1,"Price"
"188",242,"US",34447707,"RLNCXB47NX7NT","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","I loved the camera on it  and everything about it.","2015-08-23",1,1,"Camera"
"189",243,"US",3386228,"R2XTT5WUGEZX9","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Love it!!","2015-08-23",1,1,"OTHER"
"190",245,"US",42628266,"R1TA8PEDC7ZJEO","B00LCHS1FG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Grandson loves it!!","2015-08-23",1,1,"OTHER"
"191",247,"US",18219483,"R1KG1X6HAF0BRH","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","well done Amazon","This is the first time I ever buy a kindle fire tablet and so far it's amazing. Wish it had more memory though","2015-08-23",1,1,"OTHER"
"192",248,"US",17738506,"RXB0J65L69H3H","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Absolutely love this ordered for my 2 yr old who couldn't ...","Absolutely love this ordered for my 2 yr old who couldn't stop grabbing older sisters.  It is great for the lil ones","2015-08-23",1,1,"Parental Controls"
"193",249,"US",25505182,"R3OTMK3WR5WEG7","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","love it","Much improved over the original Kindle Fire, which had a lot of bugs when navigating the web. Very fast and nice screen.","2015-08-23",1,1,"Speed"
"194",251,"US",42640150,"R1991ICJK68NUR","B00IKPX4GY",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,1,1,"N","Y","Five Stars","Great color, among many attributes","2015-08-23",1,1,"Display"
"195",252,"US",5455190,"R1VRO7A0HBF1W4","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,1,1,"N","Y","Great ease of use and variety of entertainment","First tablet for me, so I don't have any baseline for comparison.  I am enjoying my experience so far!","2015-08-23",1,1,"OTHER"
"196",253,"US",14225536,"R178GTWQN5NW2Z","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","more then an ereader, the Kindle fireHD7, all the bells and whistles","This item was a gift from my daughter and I am thrilled with it. I love to read but I can do so much more as I am still learning.","2015-08-23",1,1,"Reading"
"197",254,"US",1773261,"R1OAR8W78XOVKS","B00LCHSHMS",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,1,"N","Y","didn't particularly want it but glad I have it","From the recipient:  My wife gave it to me. didn't particularly want it but glad I have it!","2015-08-23",1,1,"OTHER"
"198",256,"US",47506887,"R3D4H1CEFQQCXX","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,1,1,"N","Y","I was very annoyed and seriously considering paying to get my old kindle ...","I ended up getting the Fire HD because I dropped my old kindle and broke the display. I experienced issues with turning it on and getting a blank screen, finishing a book and it freezing. I was restarting it multiple times a day. I was very annoyed and seriously considering paying to get my old kindle fixed because I had no issues with it. Then I looked into the features to see if anything was causing the issue and saw there was a special offers feature. I turned that off but it sent me an email saying it was charging me money to turn something off that I did not want in the first place. I was not happy about that but have yet to see if appear on my statement. Since I turned it off I have not had any further issues and have thoroughly enjoyed my new kindle which is why I can give it a 4 but not the full 5 due to the issues mentioned above.","2015-08-23",1,1,"OTHER"
"199",260,"US",13393801,"RVRZMPJPKIKTL","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","It works like my old one but better.","2015-08-22",1,1,"OTHER"
"200",261,"US",23200176,"R3HJ33WBTLXUVP","B00LCHWEPE",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","Four Stars","Kids love it","2015-08-22",1,1,"Parental Controls"
"201",262,"US",22733158,"R1G3A44L760CWV","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,1,1,"N","Y","they send me a thirdone so far doing great Amazon tean help was greate helping me solve the ...","had problem with the first two , they send me a thirdone so far doing  great Amazon tean help was greate helping me solve the problem.","2015-08-22",1,1,"OTHER"
"202",263,"US",5053969,"R8N65BN2CEISZ","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,1,1,"N","Y","Great Gift","After Using this for several months now, I'm beginning to get use to it.  However, there is still more I have to learn.  But overall I like it very much.  This was a great gift.","2015-08-22",1,1,"OTHER"
"203",264,"US",45926497,"R3UUGNA9A8LS7I","B00LCHWEPE",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,1,1,"N","Y","Made for a Lovely Gift","My Mom loved this as a gift!!!!","2015-08-22",1,1,"OTHER"
"204",265,"US",20260497,"R2DD95GV2I9ACG","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Love this Kindle!  It has everything I need and I really am enjoying all the free apps!","2015-08-22",1,1,"Apps"
"205",267,"US",46190910,"RO56DR6Z32PBO","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Awesome tablet","2015-08-22",1,1,"OTHER"
"206",268,"US",8926949,"R3CZ9V6XE4CQE3","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,1,1,"N","Y","... the old fire 7"" and somethings on it are better. the off switch is better located and the ...","i have the old fire 7&#34; and somethings on it are better.  the off switch is better located and the off button color shows it being off.<br />otherwise the fire hd 7 is good.","2015-08-22",0,1,"Display"
"207",270,"US",34891756,"R27QXD0R6DFMJY","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","I absolutely love it. Perfect for me!","2015-08-22",1,1,"OTHER"
"208",271,"US",45090476,"R2R85VUXGVCRHE","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","... is my first Kindle Reader and so far I enjoy it. I'm ""electronically challenged""","This is my first Kindle Reader and so far I enjoy it.  I'm &#34;electronically challenged&#34;, but I found this device pretty simple to operate.  My plan is to use it for reading novels, pretty much exclusively.","2015-08-22",1,1,"Reading"
"209",272,"US",14138117,"R2MAKRR73LB3G3","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","great","2015-08-22",1,1,"OTHER"
"210",273,"US",51631023,"R3RXXY4YBAMG8W","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Love it. So does one of my daughters and ...","Love it .  So does one of my daughters and we have just touched the tip of the iceberg.","2015-08-22",1,1,"OTHER"
"211",274,"US",37725962,"RLWILGCNEMZTF","B00IKPX4GY",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Perfect!","Fun little pad. Great screen resolution.","2015-08-22",1,1,"Display"
"212",275,"US",239026,"RMECMJDDV6K2F","B00LCHS1FG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Loving it","2015-08-22",1,1,"OTHER"
"213",276,"US",1725882,"R2SKV34TBWNSTN","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Excellent!","Excellent!","2015-08-22",1,1,"OTHER"
"214",278,"US",8936043,"R2PBTB6THRKW2I","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","like the flexability to view  were i want around the house","2015-08-22",1,1,"Portability"
"215",279,"US",45481081,"RLHF8W05FPMEB","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Superb quality","Tremendous tablet!","2015-08-22",1,1,"OTHER"
"216",282,"US",2229308,"R1E941DY71QZG","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Love it","2015-08-22",1,1,"OTHER"
"217",283,"US",40870906,"R2B9PETJDW8115","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","This new one the screen is perfect for colors and any videos","I was looking for a replacement for my first generation Kindle. My old one wouldn't show pictures well. This new one  the screen is perfect for colors and any videos. Email and any Apps work seamlessly also... I am still leaning what else it can do. I find the reading very easy on the eyes and the font size can be changed.  It has a lot of &#34;bells and whistles&#34; which I am tweaking to my liking.","2015-08-21",1,1,"Display"
"218",284,"US",36150895,"R3P3DV6XRYQK71","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Good product!","This device is very good for what I want. It's my second one as my grandson latched onto my first one and he watches a lot of kid stuff on it. So, I thought i'd just get another one.","2015-08-21",1,1,"Parental Controls"
"219",287,"US",41522760,"R1HX0HXC3VCCGJ","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Just what I needed!","Since receiving my Kindle from Amazon only last week, I can so far say I am more then pleased with it.  If there are any negatives to report I have yet to deal with them.  It will be perfect to travel with containing all my favorite apps and remove the necessity of lugging my laptop around.  I don't think it will be great for reading at the beach but I still have my nook for that.  I'm sure I am going to enjoy this little machine!","2015-08-21",1,1,"Portability"
"220",288,"US",12675900,"R1B4A71BRRW983","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","What a great joy to have all my favorite Authors at my fingertips.  And access to internet....  great buy","2015-08-21",1,1,"Reading"
"221",290,"US",1992517,"R1UDE489569757","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","I love my fire HD 7","I love my fire HD 7,7&#34;HD tablet it is the best tablet that i have it is better than any tablet that i have.","2015-08-21",1,1,"OTHER"
"222",291,"US",13133830,"R2Y8C6I9946Q51","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Works great","2015-08-21",1,1,"OTHER"
"223",292,"US",6217897,"RY0AYCA4TUBG9","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","The Best Gift Ever!!!!","I am enjoying it greatly!  It was a gift.  I am so amazed at all it can do!  I highly recommend it to everyone looking to buy a tablet!","2015-08-21",1,1,"OTHER"
"224",294,"US",31214402,"R1PN6IQITKFAXM","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Fire HD 7""","I love it!!  My awesome lil sister sent me this as a birthday gift.  I can't thank her enough!!<br />I am an avid book reader, so this is really sweet to bring with me where ever I go.<br />Love the colors on the screen and the games are fun too.<br />Can do so much with it, email, take pictures, FB, and shop.....just to mention a few.","2015-08-21",1,1,"Reading"
"225",295,"US",37195346,"R1CLNN6XM71K8W","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","which is good for my hands","It's lighter than my original Kindle Fire, which is good for my hands.  There are some things I am unable to get, such as google hangouts.  The on/off button is a bit irritating; it is almost level with the surrounding case therefore making it hard to access.  It's quite beautiful, and the graphics are vibrant and colorful.  This is my third kindle and it just keeps getting better.","2015-08-21",1,1,"Portability"
"226",296,"US",114882,"R4FQE4WIQU6WQ","B00LCHSHMS",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Great!","2015-08-21",1,1,"OTHER"
"227",298,"US",40223784,"R16C0JS0MUPTSE","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","Happy I made this purchase.","I was kinda leary about going to a new Kindle. But glad I made the change. I really like it. It is easier to use than the First Generation Kindle.","2015-08-21",1,1,"Ease"
"228",299,"US",17231548,"RYGWUM1L51WM6","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","He loves it and I enjoy not having to share mine","My grandson was forever wanting my Kindle, he preferred it over his DS. He just had his eighth birthday so I purchased this one for him. He listens to music, plays games and reads books. He loves it and I enjoy not having to share mine.","2015-08-21",1,1,"Parental Controls"
"229",300,"US",9886981,"R10LA8Y3M58Z1E","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Very Satisfied","Excellent product - love the screen size and clear pictures. Easy to navigate and to many available apps to count.","2015-08-21",1,1,"Display"
"230",301,"US",30191133,"R3A6DWHFUFJRFD","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","So far appears to exceed my expectations still Learning what ...","So far appears to exceed my expectations  still<br />Learning what it can<br />Do and what the limits are and still exploring it","2015-08-21",1,1,"OTHER"
"231",302,"US",28884797,"R3ISOTSN1IMEUI","B00LCHRQL6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","perfect for older users,thanks.","This is my first tablet. It has exceeded my expectations. It is easy to use and has many more functions than I thought it would. Other plusses are the size and weight both of which make it extremely portable.","2015-08-21",1,1,"Ease"
"232",303,"US",33072693,"R1OMD961457B8I","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","is the best. so happy with it","2015-08-21",1,1,"OTHER"
"233",305,"US",50780085,"R11QT3392M49DE","B00IKPX4GY",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","All that I expected it to be","2015-08-21",1,1,"OTHER"
"234",309,"US",12455346,"R26QRN3LNBV6PK","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Excellent","2015-08-21",1,1,"OTHER"
"235",310,"US",7981389,"R3KW1QE0QRPTTL","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Love it!!","2015-08-21",1,1,"OTHER"
"236",311,"US",43042764,"R188ULNJV5AS41","B00LCHS1FG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","just love it.","I have enjoyed it from the moment it carried","2015-08-21",1,1,"OTHER"
"237",312,"US",12416547,"RBW885Z2AHIA6","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","The best got better!","I had a regular kindle that I wore out. I was afraid the Fire HD 7 wasn't going to be as good as advertised , but it surpassed all my expectations. I have recommended it to all my friends.","2015-08-21",1,1,"Reading"
"238",313,"US",17165302,"R2NI1QOXOBK3JK","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","love it","2015-08-21",1,1,"OTHER"
"239",314,"US",41253672,"R1X6ILH2YBQMF9","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","Four Stars","Love it","2015-08-21",1,1,"OTHER"
"240",316,"US",15402664,"R1CSEVGZPNQTBP","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,0,0,"N","Y","Overall its a good tablet. Cons","Overall its a good tablet.<br /><br />Cons: if you use google or one of its competitors, it will slow and lagging.","2015-08-21",0,1,"Speed"
"241",318,"US",10333409,"R1UWDZX33IXA2I","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","fits perfect.  Love the color.  Not to heavy.","2015-08-21",1,1,"Portability"
"242",319,"US",16675135,"R3OKZIV8BTG8N9","B00KC6XV58",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Both my husband and I love the Kindle Fire.","2015-08-20",1,1,"Reading"
"243",321,"US",6305415,"RFG1DJ8WQG45V","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","Great tablet","Gets what I Want done so no complaints here.","2015-08-20",1,1,"Ease"
"244",322,"US",556086,"RIRCAOZJPFX63","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Good product","Very good. Like a otter box for kendal","2015-08-20",1,1,"OTHER"
"245",323,"US",11377590,"R1WIW2135LF3MW","B00LCHRQL6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","really like this","2015-08-20",1,1,"OTHER"
"246",325,"US",1749329,"RIMDGMA1TQQSO","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","fire","The fire hd is great i will use this one for books other one for music so they are both great","2015-08-20",1,1,"Reading"
"247",326,"US",46252875,"R3CEY9JEZRH69G","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Awesome Product!","This product is awesome  with a very reasonable price.  Its a pleasure to use as well as convenient.  I would recommend this product to anyone who loves to read.","2015-08-20",1,1,"Price"
