"","X","marketplace","customer_id","review_id","product_id","product_parent","product_title","product_category","star_rating","helpful_votes","total_votes","vine","verified_purchase","review_headline","review_body","review_date","sentiment","sentiment_2","category"
"69",324,"US",52237445,"R1ND0AKBW8AZ71","B00KC6XV58",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",2,0,0,"N","Y","DO NOT BUY this unless it's extremely cheap - like $50 or less.","I've had this tablet/reader for about 3 months.  I bought it to replace a Nexus 7 (original gen) that was getting on in years.  That was a mistake.  The Fire HD 7, while providing a nice screen, is very frustrating to deal with when you're coming from a more versatile system.  To be clear, the only things I really do on these devices is: 1) read books; 2) watch movies/shows on channel specific or general apps like Hulu, Netflix, Showtime, etc.; 3) occasionally browse the web; and 4) occasionally play games.  For these simple purposes, the Fire is okay, but barely.  Because it's a closed system, you can only download apps from Amazon, who doesn't have the full complement of apps available on Google Play.  You can root the Fire, but that's way more work than should be necessary for something like this.<br /><br />Then there's the battery life, which is horrible.  I now rarely use the Fire because it always needs to be charged.  I can have it fully charged, read something on it for 30 minutes, put it down for a day, and come back to find it's out of juice.  My old Nexus 7 doesn't even eat battery like that!  That makes this thing an occasional device to use after my Nexus runs down.  Added to that, despite its use of the universal Micro USB, it only seems to charge on its own cord, which makes meet think it's poorly constructed to boot.<br /><br />Bottom line: I regret wasting my money on this and will not be buying again, or recommending to anyone else to purchase unless it's super cheap.","2015-08-20",0,-1,"Battery life"
"70",327,"US",47713352,"R1WV27TLOPJF0S","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",1,0,0,"N","Y","We had to take it back to best buy. We have owned two others","We had to take it back to best buy. We have owned two others, this one went bad within one week. Very disapointed.","2015-08-20",0,-1,"Build quality"
"71",328,"US",25899797,"R377289FLM1IA","B00LCHOCZY",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,0,0,"N","Y","Three Stars","I don't like all the advertising for Amazon.","2015-08-20",0,-1,"Ads"
"72",335,"US",24281463,"R36FVEK3M6MENU","B00LCHWEPE",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,0,0,"N","Y","Three Stars","battery life is terrible...other than that it is nice.","2015-08-20",0,-1,"Battery life"
"73",339,"US",41795057,"RX27UQUSXQWS1","B00IKPX4GY",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,0,0,"N","Y","I'm very excited about that high definition, however it's ...","I'm very excited about that high definition, however it's so much slower than my old fire that I can only give it three stars .","2015-08-20",0,-1,"Software bugs"
"74",345,"US",45331793,"RK637HWHS145L","B00IKPX4GY",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","Four Stars","Couldn't get all the app I excepted..sorry!","2015-08-20",1,-1,"Google Play"
"75",363,"US",15108838,"R30TGBBFI650NJ","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",1,0,0,"N","Y","Really disappointed as I bought this as a gift","Broke in 3 months. Wouldn't charge then froze and just stopped working altogether. Really disappointed as I bought this as a gift.","2015-08-19",0,-1,"Build quality"
"76",365,"US",40528983,"R3ST9V5U6I6EIS","B00KC89C2C",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",2,0,0,"N","Y","Two Stars","Items in cloud no easily downloaded.","2015-08-19",0,-1,"OTHER"
"77",367,"US",25360187,"R2H0GKHVQE8JA0","B00LCHSHMS",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,0,0,"N","Y","kindle review","This is fine. I don't like all the advertisements.  App advertisements pull up before I have gotten off the home screen. That really annoys me.  I also don't like that when you are watching a show on it, the picture doesn't fill the whole screen. I did get the extras on it and that is nice.  I thought that the free time would come free for a year, but it is only a month.  I guess that is fine though. I do like that I get unlimited cloud space. That is a great extra. I haven't taken advantage of any of the other things it has to offer.  I will be excited to check out the books when things in life slow down a little.  It is fine for the $100.00 I paid for it, but I would never buy it for the $160.00 is usually runs for.","2015-08-19",0,-1,"Ads"
"78",369,"US",39409777,"RZ3KC01B9806I","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",1,0,0,"N","Y","Feature regression","just awful. I saw it only had 1 port so I chatted with Amazon before I bought it. They said I needed an hmdi to connect to the TV. Well no problem. I already have an HMDI for the old kindle fire. But noooo.... I need a different HMDI and that HMDI cable is 24.99 and has awful reviews. So this is going back. I will be gentle with my old kindle and hope they put the feature back in.","2015-08-19",0,-1,"OTHER"
"79",372,"US",13911835,"R1RS8AQWXHYOMC","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","Better Tech support would have saved me $150 but I was wrong. 1st Kindle IS dead after all.","I bought this because my 2013 Kindle HD 7 with 32GB RAM crashed.  The Amazon Tech told me do a Hard Boot and I held the power for 20 seconds, release and turned it on. Garbage screen and nothing.so I was transferred to 2nd tier tech support. She did nothing but sell me THIS Kindle with 8GB RAM.  It came with a 2015 version of a book i already had.  The book said Kindle have problems if you let the batteries too low.  The book said to WAIT 10 seconds.  I tried that and the Startup screen looked no better than before. I had it plugged into my Windows 7 pc.  A short time later I opened the case and it was NORMAL.  Amazon Tech did not tell me to WAIT 10 seconds. The keyboard on the new Kindle is hard to use. It is smaller but has more functions.  My first kindle IS dead But it's content CAN be accessed by my PC.  So what I now own is a new Kindle HD 7 AND a 22GB Flash drive. Slower because it is Android.","2015-08-19",1,-1,"SOFTWARE BUGS"
"80",377,"US",19992477,"R3KX5MFLL47XI3","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",2,0,0,"N","Y","needs more applications","It's ok I don't have access to as many apps as I thought I would so I'm disappointed about that. I wish it came with word processor and a keyword so I didn't have to lung my laptop everywhere to do my homework. I also think adobe should be able to get downloaded.","2015-08-19",0,-1,"Google Play"
"81",379,"US",21624076,"R966GVZRUTJA0","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",2,1,1,"N","Y","ads","ETA: I've had this thing for about a month now and I'm not impressed. The ads at the beginning of the lock screen are still very annoying, but now the lock screen will randomly pop up when I'm reading and decide to change the way I'm holding the tablet. Also it has locked up on me several times requiring that I restart it. There is no way to cancel any of the programs that are running, or any sort of master control.   I would not buy this again and suggest no one else purchase it either. You're better off using the kindle app  rather than the actual kindle.  I like the book suggestions, but that does not make up for the crashing and slow loading. Seriously though, the ads are super annoying and I don't understand why not people aren't complaining about them. Amazon fail.   So far this is a pretty awesome tablet/e-reader. However, every time you turn it on, there is an ad for something for sale at Amazon.com. yeah yeah, I get that it's an Amazon product, but seriously, it feels like they're shoving it down our throats. Boo Amazon.","2015-08-19",0,-1,"Ads"
"82",384,"US",34220357,"R1D8M5N0A69WDY","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",2,1,1,"N","Y","This is my third Kindle Fire and although I loved the first two","This is my third Kindle Fire and although I loved the first two, I am not as happy with this one.  This one was a gift!  These devices are not cheap, nor are the books, so I don't think I should have to look at ads on my tablet.  The person who bought this for me, should not have had to pay extra to not have ads on it.  It is MY device not Amazon's.  Several times the ads have even frozen up my tablet, which requires an inconvenient and time consuming reboot.  If I was using a free Kindle app, I could understand the placement of ads, but not on my paid-for device. It leaves a bad taste in my mouth every time I use it and has ruined the experience for me.","2015-08-19",0,-1,"Ads"
"83",385,"US",22972444,"R2WDFJ0LUAR4V1","B00LCHRQL6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",1,0,0,"N","Y","Ok product, horrible customer service","Do not buy this product. I've had it since November 2014. The screen cracked today. I called into Amazon, and was told that they would not replace or fix my Kindle Fire. I asked them why does the commercial say that the Kindle Fire can withstand G-Forces, but not a drop of less than 2 feet. When I told the representative, Melissa, that, she got smart with me. I asked to speak to her manager, and she said that she could not contact a manager, but she could contact a supervisor. (Same thing.) When the manager, Ryan, got on the phone, he apologized that my screen was cracked, but he would still not replace or fix my Kindle Fire. We asked for his supervisor, and were told Jeff Bezos, but they had no way of contacting him. I've had this Kindle Fire for less than a year. This is the first thing to happen to it. I do not believe that they should state that the Kindle Fire can withstand G-Forces, when obviously it cannot. I am very disappointed not only with Amazon's response, but with the attitude of the phone representatives. I was never informed that there was an accident insurance plan, but I wouldn't have been, since they are all third party. (I also wouldn't have thought to buy one, since they are supposed to be able to withstand G-forces.)","2015-08-18",0,-1,"Build quality"
"84",390,"US",43254275,"R2ZMV34C87LI3R","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,0,0,"N","Y","Three Stars","Having a hard time using free movies in Guatemala City","2015-08-18",0,-1,"Google Play"
"85",393,"US",1590075,"R2UJE2F04KJBO4","B00IKPX4GY",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,0,0,"N","Y","First I cUt root my device second on Minecraft the ...","First I cUt root my device second on Minecraft the ip for my wifi doesn't work some reason and third why not add Google play?","2015-08-18",0,-1,"WiFi connectivity"
"86",400,"US",27957326,"R386DPX6A9C70T","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",2,0,0,"N","Y","Buy  the 16 not the 8","I used it like I use my old kindle which did not have a camera and I get more bang for my buck. This one gets full to fast and you can not ad no more stuff. Yet all I was adding was the same stuff my old one had on it. It got full so if I was to buy this one I would buy the 16 and not the 8. Cause the 8 is not worth it.","2015-08-18",0,-1,"Storage"
"87",403,"US",41116317,"RYL5TECK5A5LW","B00LCHOCZY",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,0,0,"N","Y","Not cool. How can we get more","I didn't realize the tablet took up so much of the memory. I didn't think the advertisements would use up a lot either.  After only installing a hand full of apps, we are almost out of memory. Not cool. How can we get more? There is no slot for a memory card. Disappointed for sure.","2015-08-18",0,-1,"Storage"
"88",410,"US",45766685,"R3LN62PRMJRFAK","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",2,0,0,"N","Y","Name misleading","I purchased the Kindle Fire, 8GB thinking I would have more storage than I did with my previous item, but was confused when I looked at the on-device storage and it only added up to 5.05 GB. When I called customer service, I was told that the other 3 GB are used on pre-installed software that I can't get rid of. It would have been nice to have been told this ahead of time, or at least given the option as to what &#34;pre-installed&#34; software came with the device.","2015-08-18",0,-1,"Storage"
"89",417,"US",24098047,"R1N01A6YARXIKM","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,1,1,"N","Y","It would be nice if we could add a sds card or something ...","I purchased these for my kids. However, it appears 8GB is not much. It would be nice if we could add a sds card or something to increase the memory.","2015-08-18",1,-1,"Storage"
"90",420,"US",12710880,"R2YWH3ZLLE16AF","B00IKPX4GY",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",1,0,0,"N","Y","Absolutely don't like this tablet","Absolutely don't like this tablet. I has good speed, a nice book reader, good front and rear cameras and crisp movie viewing but NO personalization allowed. Every time you open the case and wake up the tablet you are greeted with an Amazon commercial. You can't set a personalized desktop image or even a lock screen image (at least the Fire Phone allows you to do that). I HATE not being permitted to customize and personalize my devices. I'm already looking for something better to replace this. Guess I can use it to entertain my grandkids when I get something better for myself.","2015-08-18",0,-1,"Ads"
"91",421,"US",27941362,"R3MASD6YQR6JVW","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",2,2,2,"N","Y","This Kindle is the worst I've had and we own 3 others","This Kindle is the worst I've had and we own 3 others. It often gets stuck on a page or kicks you off and back to the home screen.","2015-08-18",0,-1,"Freezing"
"92",423,"US",10001606,"R1U232BPR8YY3M","B00LCHWEPE",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",2,0,0,"N","Y","It's not really set to be a book read. ...","It's not really set to be a book read. I don't really need the rest of what it does.I got the<br /><br />Fire to download woodworking magazines.","2015-08-18",0,-1,"OTHER"
"93",434,"US",2401533,"R16XQPW9JZAZOG","B00LCHOCZY",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,0,0,"N","Y","I don't like it was much as I did my iPad that ...","I don't like it was much as I did my iPad that got broken but it will due I'm glad I got it on sale!","2015-08-17",0,-1,"Price/value"
"94",442,"US",12756253,"R1HR0ZWRCFPA7W","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",1,0,0,"N","Y","I don't like getting advertising every time I turn my Kindle on","I don't like getting advertising every time I turn my Kindle on.  Once again if I had the know how to delete this feature I would. Item has camera--I did not need this feature and was not told by CSA it was included. (Wouldn't that have made my purchase less?)  I don't like your providing me with your own search engine--if I had the know how to delete/change I would, but I don't.  Also the CSA said it was just like my present Kindle, but had more memory.  Its not like my current Kindle--since it has a camera, I now have to buy a new case for it.  The power cord is too short--doesn't allow simultaneous charging and using unless you're sitting right on top of an electrical outlet. Necessitates using an extension cord.  Also, please fix the power cord/charger inlet port.  All the Kindles I have bought have gotten too loose for the contacts to touch and allow charging of my Kindle.  I hate the feeling that this could be an easy fix, but Amazon just wants me to buy a new Kindle each time it happens.  Teach people to fix your product vs requiring it be replaced. Also, I accidently tripped the Prime enrollment when I purchased this item.  After 2 phone calls, and now a query on my credit card bill I'm still waiting for this to be retracted and money put back on my card.  If this rating gets any Feedback to the customer from Amazon, could you please tell me how to fix the above issues?  You have my data in my customer profile.","2015-08-17",0,-1,"Ads"
"95",448,"US",43386949,"R388V4ABH77VEM","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","Kindle fire","Nice display, fast processing,<br />Dislike- can't get lot of apps I enjoy on ipod","2015-08-17",1,-1,"Google Play"
"96",456,"US",13117005,"R2K31WULXX92HA","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","Can't watch Sling,otherwise good tablet","We have Sling on our Amazon Fire television.  We thought that since the Fire tablets were promoted as working with the Fire t.v., that we could watch Sling on this tablet; however, that is not the case.  We are unhappy that we cannot watch Sling on this.  We think that as long as Amazon is promoting these tablets as working with the Fire T.V., then all the things that can be done on the Fire T.V. should work on the tablet.  Otherwise, we like reading Kindle books, watching Amazon Instant videos, reading the Washington Post, playing games, and doing things on the internet on this tablet.  We were just unhappy about the Sling.","2015-08-17",1,-1,"OTHER"
"97",462,"US",51685705,"R2288I4NBIN047","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",2,0,1,"N","Y","Buggy, unreliable, subpar","Buggy, unreliable, subpar compared to my previous Fire HD 7&#34;, so disappointing. Two lengthy customer service phone calls since I got it in May! The old one was a gift in December 2012. I had used and loved the Kindle app on my iPod Touch for 3 years and was debating a Kindle Fire vs an iPad when a friend made the decision for me. I'm mostly a reader, with a few games and some Internet surfing, maybe a few old TV shows; I used it a lot and bought a LOT of book content because it was much easier to read on the Kindle than the Touch or my iPhone. Until 2.25 years in, this past spring, when the screen started flickering and then breaking up totally. I could not find a solution online and decided to buy a new Fire when it was on sale around Mother's Day. First problem: my books were not all showing in the Cloud. That was lengthy call #1 and included the CS rep saying that I would have to upload each book individually because some had updates (!). Today was lengthy call #2 because the Home icon opened to what looked like the App tab (but wasn't, because it included some books that hadn't been opened in months). That required a factory reset and again, hey, not all of my book content was showing in the Cloud! The CS pushed them out remotely. Not what's supposed to happen! I expect that this one will fail around the 2-year mark, too, and then I will be done with the Fire.","2015-08-17",0,-1,"Software bugs"
"98",465,"US",23898155,"R2POP28BTLAKZ","B00LCHS1FG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",1,0,0,"N","Y","Battery Life Sucks","I charged my tablet to 100% the night before. I go to work the next day and once I get home to use it, the battery level is already diminished to 10%. I even tried placing the tab on Airplane Mode in the hopes of keeping its battery life longer but battery was still drained.<br /><br />My iPhone 4 (5 years old) can retain its charge for about a week on standby.","2015-08-17",0,-1,"Battery life"
"99",467,"US",12965005,"R14GE1Y934OA86","B00LCHRQL6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,1,"N","Y","Four Stars","Not all I thought it would be","2015-08-17",1,-1,"OTHER"
"100",468,"US",22795941,"R1EYI0Z4IADU95","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",2,0,1,"N","Y","I loved my old Kindle","I loved my old Kindle, this one just is not even close to the same, not near as comfortable to hold and does not feel as well made. Worse news is, I purchased a Kindle reader for my husband and it is awful - can barely see the screen it is so dark and no way to adjust it.","2015-08-16",0,-1,"Build quality"
"101",472,"US",13019198,"RDMXD4237K3RW","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",1,0,1,"N","Y","I dont like this one as much as the earlier ones","I have had several Kindle Fires.  I dont like this one as much as the earlier ones.  I dont want one with games and other foolishness I want to read and you make it difficult for me to do so.  I may have to stop buying from you and try other types.","2015-08-16",0,-1,"OTHER"
"102",474,"US",26723385,"R2VLFP9LT7ISBW","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,0,1,"N","Y","OK e-reader","Meh. I'd classify this as an e-reader, not a tablet.  If a tablet, I'd give it 1 1/2 - 2 stars.<br /><br />This reader's settings are useless combating glare. I had a better experience after applying Boxwave clear touch anti-glare screen and then setting brightness to max. I only purchased this model instead of the Paperwhite because I was told by the salesperson at BestBuy that I'd only be able to use the Overdrive app (my preferred reader for borrowed library books) on this model.  Hope he wasn't mistaken :/<br /><br />It's fine for e- and audio books and games that aren't graphics intensive such as Dots, Mahjong, Spider Solitaire,  Chicktionary. But graduating up even a half step to PandaPop is a disappointing experience coming off one's smartphone (Samsung Note 3 in my case).<br /><br />The big plus is the pricetag. At $140, I have *no* qualms using it at the beach/pool, lol. ;-)","2015-08-16",0,-1,"Price/value"
"103",485,"US",2591335,"R3V7ZA3FS20S2I","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",1,0,1,"N","Y","One Star","Do not like the touch screen.","2015-08-15",0,-1,"Build quality"
"104",491,"US",14984130,"R7K275WX4A7EC","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",2,0,1,"N","Y","The product looks nice but tends to turn off or drop out when ...","The product looks nice but tends to turn off or drop out when watching movies or playing on-line games.  This is annoying to say the least.","2015-08-15",0,-1,"Software bugs"
"105",493,"US",3288020,"R66J2M7LFIIZR","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,1,1,"N","Y","Not as user friendly as the Fire HDX","This was a replacement for my son's Fire HDX that shattered and quit working the first time it was dropped (unfortunately we didn't get the replacement plan). I'm surprised at how user friendly it ISN'T.  I opted to save a few bucks and have the ads come preprogrammed,  and intended to use a photo or some other graphic as a Screensaver. I have yet to figure out how to save a photo as a Screensaver or even background for this Kindle.  The quality is there,  as well as speed and so far storage is great.  Navigating is the only thing that I don't like about it.  Of course it's not my Kindle,  and my son seems to have no problems or qualms with it.  I just don't remember his other Kindle being this ornery.","2015-08-15",0,-1,"Storage"
"106",500,"US",21516270,"R38879BFAUZJEU","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","Not as impressed, yet.","The screen is just beautiful, case is more challenging to use.  Not impressed.  I wish there was someone to talk to with some probems that I have.<br />It would have made the whole experience easy and so much better and maybe five stars would show up.  Right now its still a hit and miss.  So I won't get the whole positive experience and that's a shame.","2015-08-15",1,-1,"OTHER"
"107",501,"US",45291282,"R181FDAR77MIQN","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","This was my favorite Kindle of all time and it finally died","This was my favorite Kindle of all time and it finally died.  I am not happy with the replacement of a Paperwhite.","2015-08-15",1,-1,"OTHER"
"108",513,"US",23609027,"RWLTPG5PLXX2M","B00LCHS1FG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Very nice.  Now, if I can just figure out how to use it.","2015-08-15",1,-1,"OTHER"
"109",518,"US",26789565,"R2M7IV3A2NEXKD","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",1,1,1,"N","Y","Watch commercials, transfer your books individually, now with Alexa! (you have no choice)","I reviewed this before Alexa was forced down our throats.  We have NO choice about this obnoxious memory hog, as Amazon assumes we've only rented this hardware from them.  We don't own it.  FU Amazon.  I bought this from Best Buy because my Kindle Keyboard finally gave up the ghost.  I HATE KINDLE FIRE.  HATE IT HATE IT HATE IT HATE IT HATE IT.  Hate it with the passionate fire of 1,000 burning suns, that's how much I hate it.  I wanted a device that would do lots of things for a reasonable price.  I also wanted the ability to READ BOOKS.  You know - books?  Things you READ?  And yes, it's possible with the Kindle Fire.  If you transfer them to your device INDIVIDUALLY.  No bulk transfer option possible - at all.  In any way.  NONE.  I have thousands of books.  INDIVIDUALLY.  Just imagine that.  Roll it around in your mind.  When I went on the forum to ask, sure that I was mistaken and I just couldn't figure out how to transfer my material, the overall response was &#34;Why would you want to&#34;?  Gee, I can just access the heavenly cloud anytime I want, read a book, then send it back to heaven!  Really?  Who controls the cloud?  I don't.  I want my books on my device and where I can get to them without the grace of the Cloud hovering over me.  And yes, it's possible.  One at a time.  Why the hell did I do this to myself?  Amazon, KMA.  Seriously.  I can't believe you've done this to your customers.","2015-08-15",0,-1,"OTHER"
"110",522,"US",52854663,"R1HWDW7VKBCJXY","B00LCHS1FG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",2,0,0,"N","Y","Not at all what I had expected...D+","First you should know, I'm a diehard Apple user and I'm disappointed in the Kindle Fire.  The keyboard is cranky and a bit slow and certainly I have not found the OS intuitive at all.  I still can't figure out how to get into my music library.  However, really, I only paid $79 for this tablet and it takes good pictures for sure.  I discovered though that to make use of the email system I have to surrender privacy rights to Amazon and to Google and I found I was not comfortable doing so.  Really, more Big Brother?  I would not buy it again.  It makes a good &#34;Audible&#34; book reader, but I have that with my iPhone.  And that is basically sort of what it is, a clunky bigger Kindle reader (my Kindle is a paperwhite and doesn't have audible) and that's about all I can say.  I have a grandchild and maybe in a few years.....","2015-08-14",0,-1,"Price/value"
"111",532,"US",31943116,"R2WU1C56EE6XTD","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",1,2,2,"N","Y","Grate device. However, I didn't know the OS ...","Wonderful device.  Excellent screen resolution and excellent sound.  This is a good value for the price.  However, I didn't know the OS blocks access to all Google software.  As a result, all you can really do is buy more stuff from Amazon and access Amazon Prime music and video.  As a result, it's a paperweight.  Back in the box it goes.","2015-08-14",0,-1,"Google Play"
"112",533,"US",17547688,"R1KW3J6MGBZFZQ","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",1,0,0,"N","Y","Very complicated to use. Parental control and family profiles ...","Very complicated to use. Parental control and family profiles are a home. Not intuitive at all. Would return and get an iPad if I could","2015-08-14",0,-1,"OTHER"
"113",535,"US",23628585,"R27SOBZBXP5SP2","B00LCI2I7C",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","It wasn't useful to me for the reason I wanted to use it for.","2015-08-14",1,-1,"OTHER"
"114",544,"US",2944829,"R3VKTN0Z4Y7NH4","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",2,5,5,"N","Y","You dont ""own"" this tablet...Amazon does","During purchasing Amazon asks you if you want the  &#34;Special offers&#34; option or not, they don't tell you what the &#34;Special offers&#34;  is so you select it any way. The Special offers means your tablet Fire comes with background ads when you first turn on your Fire (or come out of sleep mode). They are the large, full screen ads, or screensavers (shown below). The other ads are the books, apps, music, videos, etc that appear below the carousel to display what &#34;Customers Also Bought.&#34; The only way to remove this is paying Amazon $15!  And if you choose to not select the &#34;Special offers&#34; at check out the tablet price rises $20...you cant win  Also, when you add a new app a &#34;suggested&#34; apps are shown below.  At the end of the day, I don't want to be pushed with more advertisements. I want to be able to all my Fire &#34;MINE&#34; and NOT &#34;Amazons&#34;.  Edit (September): The camera has very poor quality, all my images are grainy. I attached an image of en eagle I was less than 10 feet from and a recipe I tried to take off a bottle....not impressed  Edit March 2016: I wish I would have saved my money and purchased another device- Amazon is now removing encryption from their tablets. Encryption keeps us safe by preventing third parties from recovering data. Think about the passwords you keep or even important for sensitive data like social security numbers that might be stored on devices.","2015-08-14",0,-1,"Ads"
"115",546,"US",7152201,"R2CP6BEZOBXJQO","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","This is great. Love the speed and clarity","This is great. Love the speed and clarity.  Quality of the video player is amazing.  This does not work with Google Play which to me is the only downfall, but is a major one.","2015-08-14",1,-1,"Google Play"
"116",549,"US",34579088,"R3EMMALYH49CZ0","B00LCHRQL6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,1,1,"N","Y","This is my 4th Kindle - I used to love them, but this one is frustrating me to ...","My Kindle freezes up and I am constantly having to power it down and back up again.  When I clicked on the &#34;return&#34; button in hopes of exchanging it, it said I was too late (2 weeks too late).  This is my 4th Kindle - I used to love them, but this one is frustrating me to no end.  Perhaps it's time to become an Apple user after all - at least they stand behind their product.  Second Entry:  I emailed Amazon and they took care of me!  Shrew!  I would've been extremely disappointed in them if they had left me high-and-dry, but they didn't!  THANK YOU, AMAZON!!!!","2015-08-14",1,-1,"Freezing"
"117",552,"US",32799024,"R3PM9LU0ZY8SFC","B00LCHWEPE",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",2,0,0,"N","Y","I guess I expected the displays to be more vivid ...","I guess I expected the displays to be more vivid being the bit larger size.  Not as simple finding what you need as in my old one.  I guess I will have to get used to it but am sorry my old one died.","2015-08-14",0,-1,"OTHER"
"118",554,"US",15998484,"RNCRQAD04XUHY","B00LCI2I7C",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",1,0,0,"N","Y","NOT A HAPPY CAMPER RIGHT NOW!","I received my new Kindle on Monday and as of today, Friday still haven't been able to set up email on it. I WRONGLY assumed that it would much easier to do myself...I tried calling Kindle and they said to call my ISP.  My ISP said to call Kindle. I spent over half an hour with a Kindle CS Rep who thought I was asking him about my MAC the whole and not about my IMAP server!!  I am so frustrated!  I am about ready to send this back!  My tech server guy is out of town for another week so I will have to pay him $100 per hour to help me!!! .  NOT A HAPPY CAMPER RIGHT NOW!!!","2015-08-14",0,-1,"OTHER"
"119",555,"US",21725500,"RJP7ZHJ3DZO5O","B00LCI2I7C",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Love love love","Love love love .  I got it for my daughter .  She loves it .  My son has the iPod .  And I feel like I wasted so much money on it .  I should've got the Kindle fire too","2015-08-14",1,-1,"Price/value"
"120",556,"US",45024744,"R2EJ9IEETN5DN2","B00IKPX4GY",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",2,0,1,"N","Y","Cannot get my book account to work, nook. ...","Cannot get my book account to work, nook. Not a real tablet, clunky design, bought a galaxy by Samsung 5 days later.","2015-08-14",0,-1,"Build quality"
